cgpa,backlog_history,DSA_problems_solved,GitHub_repos,development_projects_count,AI_ML_projects,internships_completed,hackathons_participated,self_learning_hours,resume_score
7.32,1,845,,9,3,3,2,4.9,91
7.81,0,674,25.0,9,5,4,5,3.7,100
6.73,2,591,17.0,8,2,4,6,5.1,100
8.3,1,648,8.0,5,1,3,4,4.2,93
7.59,0,446,24.0,6,3,1,3,3.1,56
7.11,0,488,18.0,3,0,1,6,3.7,45
7.37,0,646,17.0,7,6,4,1,3.9,87
8.96,0,735,20.0,7,2,4,5,6.5,91
6.37,0,507,13.0,4,3,0,3,2.8,61
7.15,0,700,8.0,5,1,0,1,2.0,67
7.75,1,824,21.0,7,4,4,0,6.0,100
7.82,0,651,17.0,7,3,3,2,3.1,95
7.21,0,762,33.0,9,2,4,4,4.9,97
7.35,0,493,21.0,6,2,3,2,4.4,95
7.08,0,626,28.0,8,6,6,4,4.3,100
7.84,0,727,8.0,2,0,0,2,4.1,48
6.71,0,701,18.0,6,5,2,2,5.9,94
7.31,0,751,13.0,4,0,2,2,5.0,71
7.78,1,756,10.0,3,3,3,5,5.3,85
7.0,0,683,11.0,5,2,4,4,5.9,100
6.03,0,474,23.0,7,1,4,3,6.8,100
8.1,0,812,30.0,9,4,4,3,3.7,100
7.49,0,533,22.0,7,2,0,2,2.0,58
7.39,1,760,24.0,7,4,3,4,3.9,100
8.38,2,649,8.0,6,3,4,3,6.0,96
7.03,0,673,28.0,8,4,3,7,4.3,100
6.79,0,777,16.0,6,1,1,2,3.0,66
7.04,0,706,20.0,7,4,3,2,3.3,98
6.33,0,709,18.0,7,3,8,1,7.6,100
7.95,1,526,26.0,8,1,2,1,3.6,86
6.56,1,554,13.0,4,2,1,1,3.4,77
8.09,0,596,12.0,5,4,1,3,3.3,71
7.73,0,837,13.0,6,2,3,2,4.2,88
7.28,1,673,15.0,8,0,4,3,4.2,100
7.61,1,686,4.0,3,3,2,1,4.2,77
8.64,1,747,28.0,9,3,3,1,3.4,100
7.44,0,734,0.0,1,0,0,1,1.7,99
7.73,0,615,12.0,4,4,1,4,1.9,71
6.85,0,623,38.0,11,2,4,3,3.5,100
6.77,0,535,23.0,7,3,4,3,5.2,100
7.94,0,705,12.0,4,5,4,1,5.5,100
8.56,0,767,22.0,6,0,3,3,3.8,100
7.28,0,428,20.0,7,0,1,1,1.4,65
7.39,0,429,,2,3,1,2,4.3,26
7.5,0,755,14.0,5,5,1,1,1.6,62
5.05,1,449,13.0,4,3,0,0,2.7,53
8.15,0,517,26.0,7,3,6,2,7.3,100
8.64,0,732,16.0,9,5,4,2,5.0,100
7.21,2,748,29.0,9,3,2,2,3.3,98
6.65,0,676,9.0,4,2,1,0,2.5,63
6.67,0,639,21.0,7,2,3,0,2.8,93
8.47,0,637,30.0,8,1,2,7,2.1,74
6.83,1,623,37.0,9,3,5,5,7.8,100
7.36,1,767,22.0,5,4,1,3,3.1,90
5.96,0,842,25.0,9,3,3,0,4.5,96
6.8,0,787,30.0,9,3,2,1,2.8,91
7.23,0,746,9.0,4,3,1,1,4.1,85
7.87,0,634,25.0,9,4,5,2,5.3,100
7.2,0,623,2.0,1,0,3,0,4.9,93
6.27,0,380,30.0,9,5,2,3,5.0,72
7.76,0,477,29.0,12,6,6,4,3.5,100
6.98,0,540,22.0,8,3,5,3,5.0,100
7.92,0,748,17.0,5,3,3,3,5.2,100
6.89,0,521,6.0,1,0,1,3,2.9,66
8.04,2,573,25.0,7,4,2,3,5.6,85
6.97,0,507,8.0,4,1,3,0,2.6,94
7.35,1,698,8.0,3,1,2,0,2.7,66
7.36,0,843,9.0,5,0,1,4,4.1,83
8.98,0,712,30.0,8,3,6,5,5.5,100
7.28,0,388,34.0,10,4,5,5,6.0,100
5.29,0,546,25.0,8,3,4,3,4.7,97
7.77,2,644,24.0,5,4,2,3,3.3,83
8.11,0,607,0.0,3,3,1,0,4.0,69
6.68,3,567,32.0,9,6,3,6,4.7,100
5.0,2,464,12.0,3,0,1,3,4.4,69
7.21,0,829,11.0,3,1,1,2,2.9,57
8.73,0,514,17.0,8,2,3,2,3.8,93
7.31,1,597,4.0,1,0,0,1,1.7,55
8.13,0,496,5.0,4,3,2,5,4.9,100
7.0,0,439,12.0,6,2,4,2,3.1,100
7.34,0,740,,6,5,2,1,3.4,88
8.43,2,644,13.0,5,5,3,3,3.9,79
6.59,0,507,15.0,7,4,2,1,3.6,100
7.17,0,553,12.0,3,1,0,4,1.2,67
7.53,0,730,15.0,5,0,2,1,3.7,79
7.27,0,479,11.0,3,0,2,4,3.7,90
6.87,0,557,14.0,6,4,3,4,5.4,91
7.65,0,736,18.0,6,5,2,4,4.3,76
6.56,0,446,19.0,8,2,4,0,3.1,93
8.36,0,706,0.0,3,0,1,2,4.1,60
8.37,0,575,15.0,5,4,2,4,4.7,73
7.6,2,617,15.0,7,2,2,7,3.6,96
6.86,0,595,16.0,4,1,0,2,2.1,33
7.1,1,570,10.0,2,0,2,0,3.7,67
8.38,2,490,32.0,8,0,4,8,4.7,100
7.76,0,546,23.0,7,4,2,6,2.8,83
7.5,0,484,,4,1,1,1,3.0,64
9.59,0,841,,3,3,1,2,4.4,59
7.55,0,662,23.0,10,3,6,5,5.9,100
7.52,0,740,8.0,6,3,2,1,3.7,94
7.82,0,682,0.0,1,0,1,5,3.9,23
7.72,0,678,9.0,4,1,4,4,4.6,100
6.79,0,627,8.0,3,2,1,3,3.2,74
8.03,0,866,32.0,10,3,4,3,3.6,98
7.56,0,559,22.0,7,4,4,2,4.3,88
6.54,1,828,11.0,5,0,2,1,4.3,75
8.65,2,596,30.0,10,4,2,4,5.9,100
7.44,0,656,25.0,8,3,4,1,4.2,74
7.41,1,502,5.0,3,3,0,1,2.5,82
9.03,0,789,32.0,10,3,3,2,3.9,100
7.29,0,528,24.0,5,1,4,3,3.1,93
6.53,1,480,31.0,10,1,6,6,4.8,100
7.03,2,545,6.0,3,1,3,3,3.6,76
6.69,0,667,3.0,4,1,2,2,5.1,79
6.68,0,568,18.0,7,5,3,3,4.5,94
7.59,1,609,8.0,5,2,2,6,3.1,66
7.09,0,722,28.0,9,5,4,7,4.1,97
7.81,1,672,2.0,2,0,3,0,5.7,83
7.23,0,656,7.0,5,2,0,3,3.6,67
7.04,2,854,31.0,10,4,5,1,4.8,100
6.64,2,612,34.0,8,3,4,1,6.2,89
8.14,0,661,17.0,5,4,1,1,2.8,68
7.25,0,535,25.0,9,3,5,2,4.4,100
6.21,0,595,23.0,7,0,1,1,3.4,78
6.63,0,498,5.0,3,3,1,1,3.0,79
6.61,0,350,4.0,3,0,3,6,2.2,86
7.63,1,642,31.0,9,5,6,3,5.6,100
7.95,0,804,11.0,6,1,3,7,4.3,63
5.0,0,521,26.0,8,3,2,3,3.2,73
7.59,1,806,13.0,5,1,3,5,3.5,87
8.09,0,765,8.0,5,1,3,1,2.6,81
7.45,2,412,4.0,4,0,2,2,1.6,83
7.5,0,665,6.0,2,0,0,0,1.5,60
6.1,0,615,34.0,7,4,3,3,2.6,100
7.26,0,549,22.0,5,1,3,0,4.7,68
8.02,0,667,30.0,10,2,4,3,3.3,99
8.03,0,690,19.0,5,1,4,3,3.2,84
7.23,0,871,22.0,8,1,3,3,4.4,96
8.72,0,680,13.0,7,4,3,2,4.6,96
8.02,1,617,19.0,7,5,6,5,4.9,100
7.24,2,698,30.0,9,3,3,4,4.0,100
8.48,0,876,16.0,6,1,3,2,3.8,84
7.56,0,586,29.0,11,4,6,0,5.0,100
6.71,0,735,,2,0,2,5,2.3,89
7.36,0,585,18.0,9,3,5,3,4.4,100
7.4,0,897,27.0,10,6,4,1,2.9,100
7.68,0,578,8.0,1,1,0,2,1.6,46
7.1,0,713,21.0,8,4,4,1,4.5,100
8.37,0,763,18.0,5,0,3,4,3.4,95
8.62,0,781,27.0,10,3,6,3,5.0,100
6.91,0,598,20.0,6,2,3,2,4.1,88
6.69,1,658,12.0,2,0,3,5,4.4,87
8.17,0,814,34.0,9,4,4,0,3.1,100
7.96,0,532,11.0,4,1,3,3,4.2,98
7.7,0,732,22.0,7,4,2,3,3.3,57
5.67,1,658,20.0,6,2,2,5,3.4,98
6.11,0,654,19.0,5,2,1,2,3.8,81
8.69,0,707,19.0,6,2,3,3,2.8,94
6.58,0,504,37.0,9,4,4,2,3.4,100
8.15,0,691,15.0,6,5,2,5,1.0,73
7.1,0,678,28.0,7,4,3,5,4.3,100
8.56,0,695,53.0,14,7,6,2,2.4,100
6.91,1,794,11.0,8,2,4,5,4.7,100
6.48,0,637,13.0,5,3,2,4,4.7,82
8.11,0,738,18.0,7,6,6,4,4.7,100
8.49,2,774,25.0,6,1,3,6,2.9,89
8.23,0,713,19.0,5,1,1,3,2.8,75
8.3,0,431,17.0,6,4,1,2,2.4,80
8.0,0,749,16.0,6,2,3,2,2.5,54
7.74,0,703,24.0,6,2,3,1,4.0,93
7.45,0,720,31.0,10,3,4,5,2.8,100
6.4,1,727,26.0,8,5,2,0,4.9,98
7.02,0,723,28.0,8,1,3,2,3.0,98
6.89,0,721,13.0,3,1,2,3,3.0,72
7.39,0,612,24.0,7,3,6,3,5.7,100
9.16,0,441,34.0,9,5,5,2,5.1,100
8.88,0,467,32.0,9,4,4,3,4.2,93
7.46,1,356,13.0,3,1,1,2,3.3,81
7.75,1,727,15.0,7,7,3,2,2.8,87
7.39,0,698,21.0,5,0,3,0,2.6,100
8.02,1,797,33.0,9,7,6,3,5.6,100
7.63,2,566,1.0,3,4,2,0,2.8,62
6.28,0,819,17.0,7,3,4,1,4.5,97
6.74,0,771,15.0,2,0,1,1,5.1,76
5.82,0,874,11.0,6,0,2,4,4.3,63
7.88,0,664,32.0,11,5,2,2,3.8,92
7.8,0,645,18.0,5,1,3,3,2.9,67
8.93,0,603,21.0,6,2,1,3,3.6,76
6.18,0,595,27.0,8,6,2,0,3.4,90
7.0,1,571,15.0,7,2,1,3,3.3,73
6.3,1,592,17.0,6,0,2,5,2.7,89
8.03,0,824,28.0,10,6,2,5,5.1,93
7.61,1,772,,5,3,3,3,3.9,93
7.98,0,630,23.0,9,5,3,2,5.6,100
8.32,0,482,25.0,8,4,5,1,3.3,100
6.37,0,685,17.0,7,2,5,3,5.3,100
7.49,0,697,41.0,13,4,7,4,5.8,100
7.5,0,660,9.0,4,3,1,4,3.3,59
7.49,1,652,13.0,5,3,1,3,4.1,76
8.0,0,660,10.0,2,2,1,5,1.6,61
8.06,0,718,24.0,7,3,2,0,4.5,97
7.79,0,606,24.0,6,4,3,4,4.4,97
6.92,2,514,35.0,10,5,2,3,3.2,89
6.52,0,496,13.0,7,1,2,4,3.8,97
8.83,0,872,12.0,6,2,0,6,1.6,67
9.01,1,558,11.0,4,1,2,0,1.8,66
7.19,0,737,16.0,7,3,2,1,3.7,66
8.38,0,672,29.0,8,2,4,0,5.9,100
9.19,1,663,32.0,11,4,5,1,5.8,100
7.19,0,560,15.0,5,3,5,5,3.9,100
7.27,0,643,4.0,4,2,1,3,3.8,61
8.64,2,583,29.0,11,5,10,1,6.7,100
5.28,0,683,21.0,7,3,1,3,2.8,85
7.44,1,628,25.0,9,3,4,4,4.8,100
6.71,0,587,30.0,8,3,3,1,4.2,92
6.52,0,490,31.0,5,3,2,0,3.5,84
5.36,0,641,22.0,8,5,4,0,4.1,86
5.99,2,470,14.0,4,1,2,0,3.9,54
8.76,0,605,22.0,8,2,4,4,7.7,100
7.08,0,705,2.0,3,3,1,5,1.5,78
6.09,0,584,23.0,9,6,5,4,4.1,100
8.75,2,710,15.0,6,4,2,1,3.3,69
7.83,0,834,14.0,4,1,3,4,4.7,100
6.47,0,524,12.0,4,1,1,0,4.0,71
7.52,1,758,18.0,5,2,4,0,5.3,100
7.94,3,673,26.0,7,3,3,6,5.0,100
7.42,0,496,22.0,7,0,2,1,3.4,78
7.88,2,820,26.0,8,4,4,4,5.0,100
8.03,0,710,35.0,11,2,4,6,6.9,96
7.19,0,668,8.0,4,0,3,2,2.8,100
8.06,1,673,39.0,12,5,4,5,2.5,100
7.15,1,594,13.0,6,1,1,3,2.6,69
8.24,1,701,26.0,9,2,5,3,6.5,100
7.54,0,680,30.0,11,4,4,2,5.7,100
6.96,0,685,18.0,6,2,4,2,4.6,92
6.95,0,529,15.0,7,3,3,4,3.5,91
7.0,1,709,20.0,5,0,1,4,3.9,79
7.07,0,549,8.0,5,1,1,3,3.4,54
6.81,0,587,6.0,3,3,1,0,1.9,88
5.6,0,284,24.0,8,4,3,0,4.5,70
6.81,1,758,16.0,3,0,1,0,4.0,75
7.61,0,414,20.0,8,2,3,0,4.9,100
6.65,2,783,28.0,8,3,3,1,4.2,100
7.1,0,630,10.0,5,3,0,0,2.9,70
6.29,0,674,22.0,8,2,4,1,3.4,100
8.03,2,788,7.0,6,1,2,4,4.6,59
6.77,0,508,36.0,13,6,7,2,5.4,100
7.05,0,659,24.0,7,1,2,5,4.5,79
8.51,2,625,39.0,12,5,5,0,4.9,100
7.25,2,623,17.0,6,4,2,0,4.4,62
7.17,0,690,27.0,9,3,4,2,4.5,100
6.25,0,457,6.0,5,2,3,3,4.5,100
5.26,1,547,19.0,4,0,2,4,2.1,98
7.19,0,760,25.0,5,4,3,4,2.3,88
8.06,0,735,9.0,2,0,1,4,4.9,72
6.49,3,400,22.0,8,6,5,3,5.7,100
7.45,0,594,7.0,2,2,2,3,4.1,70
7.0,0,433,23.0,7,4,3,1,2.9,100
7.07,0,701,9.0,4,0,2,3,4.9,100
7.53,2,566,21.0,5,3,1,3,2.6,88
5.95,2,833,22.0,7,2,6,3,6.3,100
8.02,0,600,13.0,5,2,2,0,4.3,85
8.96,0,459,11.0,4,1,3,2,5.5,100
7.69,2,690,34.0,9,6,2,4,0.9,100
7.34,0,623,27.0,9,6,3,2,3.5,100
6.4,0,622,17.0,7,2,3,3,3.4,70
7.63,0,576,28.0,8,2,4,4,4.7,100
7.34,0,528,23.0,7,5,2,3,3.2,59
8.14,0,795,16.0,5,2,2,0,2.4,71
7.63,0,939,19.0,6,3,2,5,1.4,93
5.58,0,524,29.0,10,3,3,3,3.9,95
9.08,1,771,36.0,10,4,3,1,2.9,100
9.52,2,340,7.0,3,3,0,1,2.9,47
6.42,0,588,26.0,7,3,2,4,4.2,68
7.56,0,773,14.0,4,3,0,1,1.9,65
7.99,0,463,,5,0,4,0,4.8,85
8.65,0,624,30.0,12,5,6,2,5.4,100
7.48,0,579,22.0,7,2,4,4,4.6,92
8.1,3,686,38.0,12,8,5,2,4.9,100
6.25,0,527,23.0,7,3,2,3,4.4,88
8.84,0,690,20.0,9,4,4,5,3.6,99
7.04,0,578,24.0,8,3,4,5,3.7,79
5.65,0,655,39.0,8,3,5,0,6.0,100
8.06,0,771,23.0,8,4,4,2,4.8,100
8.15,0,794,22.0,6,1,4,5,4.7,84
7.17,0,592,22.0,5,4,1,0,4.8,50
9.66,0,468,26.0,5,2,3,4,4.1,90
7.67,0,704,33.0,10,6,6,2,6.5,100
6.59,0,719,15.0,5,1,2,3,4.7,84
7.15,0,509,29.0,9,6,4,5,4.5,100
7.57,2,673,,6,0,2,0,3.2,70
7.31,0,813,10.0,7,2,2,5,4.0,84
8.31,0,866,13.0,6,2,3,3,5.6,94
8.05,0,605,,4,4,1,0,3.0,72
7.36,0,612,29.0,10,6,5,3,5.6,100
8.18,0,961,16.0,4,1,1,5,4.5,65
7.72,0,711,26.0,8,4,5,5,5.9,99
7.14,0,423,23.0,7,4,3,2,4.1,88
7.56,0,688,12.0,2,0,1,7,2.5,86
8.8,0,680,27.0,9,5,5,6,6.2,100
6.56,0,461,15.0,6,1,3,2,4.5,75
8.04,1,566,22.0,9,3,4,0,2.6,100
8.6,0,756,26.0,9,2,5,3,5.5,100
8.19,0,689,11.0,5,1,2,0,3.7,85
7.03,2,704,7.0,5,1,2,2,2.5,59
8.57,0,535,10.0,4,2,3,2,4.2,100
7.36,0,552,21.0,8,3,4,1,4.8,100
7.33,2,558,20.0,4,1,1,1,3.2,73
8.05,1,477,17.0,6,4,4,3,4.4,82
8.08,0,648,7.0,1,1,1,2,1.8,89
6.62,2,650,19.0,5,1,2,6,1.8,62
6.97,0,730,13.0,3,0,2,3,4.8,66
7.43,0,475,18.0,5,3,1,5,3.3,62
6.33,0,689,20.0,7,3,0,3,1.7,64
5.83,0,508,12.0,5,1,0,3,3.3,76
7.11,0,644,18.0,5,2,2,0,3.7,73
6.95,0,665,15.0,4,1,2,4,4.1,72
6.39,0,788,9.0,7,4,3,0,2.3,95
6.71,0,618,28.0,10,2,6,5,5.1,100
7.91,3,1031,,6,2,2,1,3.1,99
5.48,0,436,12.0,4,3,3,0,5.0,86
8.73,0,758,17.0,6,2,2,4,5.0,69
6.2,3,560,29.0,7,3,2,3,2.4,99
8.57,0,746,31.0,11,5,6,2,5.8,100
6.86,0,644,19.0,5,2,3,0,5.6,78
5.84,0,680,3.0,2,0,1,0,1.0,70
6.15,0,464,9.0,4,3,3,4,4.4,75
8.21,0,595,11.0,5,2,3,4,4.6,76
8.12,1,869,17.0,8,4,4,1,3.8,100
7.01,0,628,34.0,11,4,4,4,4.2,100
8.48,1,710,24.0,7,1,3,1,3.4,92
7.24,0,694,31.0,13,7,7,1,6.9,100
6.36,0,739,9.0,2,0,0,1,4.9,82
7.82,0,677,26.0,6,3,1,5,2.1,69
7.9,0,694,25.0,4,2,2,0,4.8,78
8.65,0,686,32.0,8,4,1,0,4.0,70
7.42,3,756,3.0,4,3,3,2,3.4,86
7.41,0,719,34.0,10,6,3,3,3.9,98
6.92,1,544,3.0,3,2,1,4,3.1,79
6.9,2,661,20.0,6,4,2,3,4.8,96
8.22,0,771,33.0,9,5,6,5,4.6,100
8.51,0,806,21.0,8,5,4,4,3.7,100
8.1,0,738,14.0,6,3,3,0,2.6,84
8.58,0,825,13.0,4,3,2,4,3.5,65
7.49,3,599,18.0,8,4,3,0,4.6,89
6.61,0,729,13.0,4,2,1,1,3.9,74
7.53,0,775,18.0,3,0,3,2,4.2,93
8.67,0,626,22.0,6,4,2,5,2.2,91
7.62,0,739,13.0,5,2,1,1,2.2,85
7.65,0,535,12.0,5,3,3,2,5.1,95
7.22,0,611,22.0,10,7,5,0,4.6,100
6.23,0,429,10.0,2,0,2,1,3.4,63
7.38,2,584,40.0,11,5,5,0,5.0,100
6.27,0,525,,8,4,3,3,3.8,71
7.61,0,446,15.0,4,0,2,6,3.9,86
7.07,0,506,8.0,3,0,4,4,3.2,89
8.69,0,746,34.0,9,6,5,5,4.9,100
6.81,0,693,31.0,9,2,6,3,5.6,100
8.2,1,888,26.0,9,4,6,0,5.3,100
6.71,1,625,27.0,8,3,1,2,2.9,70
8.84,1,849,7.0,4,0,1,0,2.5,55
7.7,0,634,24.0,6,3,1,0,2.8,71
8.41,2,694,24.0,7,3,4,0,3.0,100
6.55,0,736,38.0,10,6,3,2,3.7,97
6.51,0,462,15.0,5,3,0,2,1.9,77
7.04,1,559,0.0,1,0,0,1,2.8,67
9.04,0,784,37.0,13,4,8,5,6.9,100
6.99,0,753,22.0,4,1,0,2,1.4,56
7.7,0,727,21.0,6,0,2,2,3.4,100
8.04,1,574,8.0,4,3,1,0,3.2,71
7.53,0,637,34.0,11,5,5,0,4.0,100
8.77,0,691,12.0,5,1,3,1,4.2,64
6.65,1,618,25.0,8,4,2,0,1.0,75
8.69,1,770,12.0,5,1,3,4,5.5,72
7.53,1,530,21.0,4,0,1,2,3.2,72
8.3,0,783,18.0,5,3,3,2,5.4,98
7.53,2,632,18.0,6,5,3,3,2.8,99
7.05,0,521,16.0,8,5,4,3,4.6,100
7.7,0,822,19.0,4,4,2,2,2.5,68
7.43,1,738,13.0,7,4,5,3,5.7,100
9.09,0,824,0.0,2,0,1,1,4.1,56
6.85,0,667,22.0,8,3,5,5,4.6,100
6.88,0,730,25.0,7,1,4,0,5.0,94
6.67,0,695,6.0,5,5,1,0,3.8,81
7.51,0,630,32.0,11,3,4,6,3.7,100
7.08,1,661,20.0,6,3,2,0,4.9,94
7.96,0,583,27.0,9,1,5,2,2.7,100
5.95,1,418,14.0,5,1,3,4,5.7,78
6.36,0,558,40.0,12,5,3,3,4.3,100
7.24,1,684,34.0,10,3,6,5,5.1,100
8.45,0,699,28.0,8,2,1,4,4.9,63
6.29,1,584,6.0,6,3,6,1,4.6,100
7.06,1,583,36.0,11,7,3,1,1.4,100
7.28,0,650,34.0,8,2,1,4,2.4,98
7.66,0,852,25.0,9,5,4,5,3.3,100
6.39,1,733,15.0,6,4,2,0,3.1,91
7.77,1,397,37.0,9,4,4,2,5.6,97
8.12,1,815,27.0,7,4,5,3,4.1,96
7.95,1,864,12.0,7,2,4,3,4.7,98
7.14,0,613,32.0,6,1,3,2,3.6,83
8.38,2,701,9.0,6,2,2,5,3.0,64
8.34,2,755,11.0,6,3,3,0,4.1,86
6.84,0,637,12.0,6,0,0,5,3.4,80
8.63,1,747,23.0,4,3,2,3,3.6,66
8.65,2,582,6.0,3,3,1,3,0.7,63
7.66,0,552,19.0,8,2,2,3,3.1,72
6.73,0,687,12.0,4,0,1,2,3.4,86
7.36,0,499,30.0,9,1,2,2,4.4,92
5.61,0,675,12.0,4,3,3,2,4.8,87
6.64,2,674,15.0,5,3,4,4,3.7,100
8.92,0,752,9.0,4,0,3,4,4.7,86
8.52,2,521,36.0,11,5,6,5,6.1,100
7.62,0,754,20.0,10,4,4,5,5.4,100
8.67,0,608,14.0,6,3,2,0,5.4,77
7.29,1,753,9.0,4,0,2,3,3.4,91
7.05,1,574,21.0,6,2,1,1,3.6,92
7.66,0,776,21.0,7,3,3,0,4.2,100
7.45,0,651,26.0,8,2,1,1,4.0,72
6.82,0,557,36.0,9,5,6,1,5.5,100
6.97,0,553,18.0,5,1,2,7,2.7,81
7.82,0,582,23.0,7,2,5,0,4.5,100
7.96,0,743,26.0,9,8,4,0,5.9,100
7.19,2,619,42.0,12,3,5,4,3.2,100
7.89,0,506,22.0,6,4,2,1,4.8,83
8.37,1,769,16.0,7,2,5,6,4.1,100
7.71,0,631,39.0,13,6,8,4,6.7,100
9.04,0,686,22.0,9,4,3,4,5.1,100
6.35,0,486,30.0,9,3,3,5,5.6,74
7.36,0,565,14.0,7,2,4,3,4.4,100
6.14,0,576,22.0,6,0,3,1,4.1,96
6.89,0,669,17.0,5,3,1,4,4.9,54
7.05,0,905,21.0,6,2,3,0,4.9,100
8.39,1,403,16.0,9,4,6,2,3.9,100
7.45,0,621,20.0,7,4,3,4,3.5,100
6.83,0,517,0.0,2,0,3,1,3.7,67
7.9,0,802,15.0,7,3,3,1,4.0,93
6.64,1,631,22.0,9,3,6,7,6.2,100
6.67,2,494,18.0,5,0,1,0,2.4,96
6.37,0,547,18.0,8,3,3,4,3.1,100
6.22,0,416,21.0,7,1,2,0,1.6,81
7.16,0,556,0.0,1,1,2,7,4.8,73
7.24,0,536,14.0,2,0,1,2,1.8,66
7.75,0,782,27.0,7,2,2,2,4.5,81
8.46,2,685,37.0,11,4,4,3,5.5,95
7.49,0,483,17.0,6,3,2,1,4.2,73
7.01,0,573,34.0,10,5,5,0,6.0,100
7.25,0,494,22.0,6,1,2,2,3.6,94
7.38,0,736,12.0,4,3,1,4,3.6,74
7.05,0,810,36.0,12,1,6,0,4.2,100
7.82,0,791,12.0,4,4,2,4,3.7,69
8.1,0,525,9.0,4,2,2,4,3.2,79
7.29,0,755,13.0,3,1,0,2,2.6,72
5.96,0,571,22.0,7,1,4,5,4.1,96
6.89,0,669,23.0,7,3,5,3,4.5,100
6.05,0,625,33.0,7,4,4,4,4.0,100
8.44,0,650,24.0,7,3,3,2,4.4,90
7.96,1,761,36.0,11,4,5,4,3.9,100
5.7,1,657,8.0,4,2,2,0,1.8,79
5.82,0,557,15.0,4,2,3,0,3.7,89
8.69,1,820,23.0,11,5,4,2,5.3,100
6.79,0,805,30.0,9,4,6,1,7.2,100
7.39,1,550,36.0,10,3,5,0,5.8,95
7.17,0,750,21.0,7,3,5,3,5.5,100
8.94,0,850,20.0,5,3,2,2,4.9,93
7.54,0,561,,5,5,1,3,2.7,44
7.39,1,585,34.0,10,5,4,4,4.0,77
8.6,0,607,17.0,5,2,1,4,1.2,79
8.62,0,774,1.0,3,1,0,5,1.7,59
7.34,0,706,22.0,7,2,3,4,3.1,79
6.57,0,613,35.0,10,0,4,3,4.0,100
8.21,3,887,19.0,5,0,3,3,3.7,99
7.55,0,517,3.0,1,0,0,4,2.7,46
5.65,0,395,15.0,6,4,2,6,3.9,89
7.4,0,964,23.0,7,2,2,0,4.2,86
7.97,0,716,21.0,7,2,3,4,3.1,67
8.52,0,626,18.0,3,1,3,4,4.3,96
7.66,0,608,14.0,6,5,2,1,2.9,89
6.41,0,507,26.0,8,5,2,0,4.9,66
7.69,0,717,13.0,5,3,1,5,3.2,72
7.36,2,531,10.0,6,3,3,4,2.0,99
8.38,0,672,22.0,7,4,2,0,4.3,100
7.57,0,767,20.0,7,3,2,5,2.4,65
6.15,0,347,18.0,7,2,2,5,3.0,86
7.66,1,583,37.0,11,7,6,1,6.7,100
7.17,0,678,8.0,4,0,1,4,3.7,66
6.83,1,705,15.0,7,2,3,5,2.9,100
8.23,0,816,20.0,7,5,3,3,4.5,91
7.17,0,635,19.0,5,1,5,2,6.2,100
8.12,1,626,11.0,4,2,1,3,3.9,82
7.55,0,792,53.0,16,9,8,3,7.1,100
7.99,0,700,17.0,5,1,1,2,5.3,58
6.52,0,716,6.0,1,3,1,3,1.8,49
6.5,0,586,23.0,6,2,2,3,2.1,93
8.43,0,779,2.0,3,0,2,6,3.5,74
7.9,0,638,23.0,10,6,5,3,5.8,100
8.32,0,838,25.0,8,0,4,3,5.8,90
7.54,0,441,18.0,6,3,4,2,4.6,100
5.79,0,423,39.0,11,7,5,1,5.5,100
7.24,2,843,38.0,10,2,6,6,4.3,100
7.79,0,701,7.0,3,3,1,2,1.9,72
7.2,1,674,13.0,5,2,2,4,3.3,100
7.82,1,677,19.0,6,0,4,2,3.4,100
5.64,0,645,17.0,6,2,2,2,5.0,85
6.87,0,587,16.0,8,5,3,5,4.0,100
6.92,0,391,29.0,10,7,3,3,4.9,100
7.56,0,608,12.0,4,1,4,7,5.8,100
6.89,0,615,21.0,8,5,3,5,3.1,98
7.19,0,464,9.0,5,0,1,3,3.1,82
8.51,0,614,23.0,5,3,1,0,4.7,87
6.43,0,466,31.0,5,2,1,3,4.3,61
5.71,0,921,7.0,3,1,1,2,4.1,62
9.1,0,356,34.0,7,1,4,3,4.4,89
7.51,0,619,16.0,5,2,1,1,2.7,94
7.66,0,456,9.0,4,0,3,3,3.6,77
6.53,0,448,20.0,7,4,4,3,3.6,92
5.82,0,544,3.0,5,3,1,2,2.8,80
7.41,0,571,23.0,5,2,1,0,3.0,75
6.69,0,407,26.0,8,0,2,3,2.4,86
6.82,0,642,,7,2,2,5,1.7,64
6.82,0,604,13.0,3,2,1,0,2.0,47
7.63,0,732,31.0,7,4,6,3,5.0,100
7.17,0,752,23.0,6,5,4,0,3.5,98
7.85,0,910,26.0,9,4,5,1,5.2,100
7.7,0,602,14.0,3,0,2,6,3.5,62
7.44,0,781,18.0,4,2,4,4,4.7,100
9.58,0,695,9.0,3,1,2,1,2.5,85
6.22,0,523,16.0,6,3,1,4,2.1,79
6.06,0,347,23.0,6,2,3,5,4.3,94
7.2,1,612,28.0,9,3,5,2,4.2,100
7.76,0,568,15.0,4,1,1,3,3.9,83
6.72,0,607,23.0,10,5,8,1,6.3,100
7.57,0,584,32.0,10,5,4,3,5.6,100
6.31,0,668,17.0,5,2,6,0,5.2,100
6.51,2,635,5.0,5,2,0,2,2.8,61
7.33,1,528,11.0,5,0,3,3,3.4,86
7.5,1,405,24.0,8,6,2,0,4.7,96
8.12,0,731,19.0,6,3,4,1,3.8,99
